longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-118.52,34.3,17,4542,621,2144,597,8.8467,<1H OCEAN,450700
-118.45,34.3,27,2676,,2661,623,4.3047,<1H OCEAN,152100
-118.45,34.3,35,4085,919,3988,906,3.4812,<1H OCEAN,160200
-118.54,34.28,18,5481,780,2477,764,6.7248,<1H OCEAN,377200
-118.55,34.28,16,8879,,3468,1200,8.1125,<1H OCEAN,428600
-118.54,34.28,10,7665,999,3517,998,10.8805,<1H OCEAN,500001
-118.54,34.3,22,4423,622,1995,582,8.2159,<1H OCEAN,376200
-118.57,34.29,4,6995,1151,2907,1089,7.0808,<1H OCEAN,341200
-118.45,34.28,38,1527,332,1303,340,3.5714,<1H OCEAN,152000
-118.46,34.28,23,1663,302,1242,283,5.5931,<1H OCEAN,217600
-118.47,34.27,33,1549,264,881,289,5.1408,<1H OCEAN,222900
-118.48,34.28,35,2132,368,1128,341,5.3107,<1H OCEAN,227100
-118.48,34.28,35,1511,274,873,254,5.5608,<1H OCEAN,226700
-118.47,34.27,17,1444,282,523,270,2.7353,<1H OCEAN,192400
-118.47,34.27,35,1150,185,741,178,5.741,<1H OCEAN,220600
-118.48,34.27,34,1231,222,702,222,4.9323,<1H OCEAN,223700
-118.48,34.27,33,2649,449,1303,437,4.9955,<1H OCEAN,216800
-118.45,34.27,33,1194,229,839,230,3.705,<1H OCEAN,185800
-118.45,34.27,35,1579,300,1012,265,5.1296,<1H OCEAN,195900
-118.46,34.27,30,1576,282,1004,284,4.8015,<1H OCEAN,179700
-118.46,34.27,28,1865,463,1182,440,2.6193,<1H OCEAN,172300
-118.44,34.27,36,1111,275,1333,266,3.5347,<1H OCEAN,158100
-118.44,34.27,29,1701,419,1616,371,3.3603,<1H OCEAN,142400
-118.45,34.26,35,1724,311,992,315,4.8359,<1H OCEAN,195600
-118.45,34.25,36,1453,270,808,275,4.3839,<1H OCEAN,204600
-118.45,34.26,35,1637,300,894,302,4.175,<1H OCEAN,209600
-118.46,34.26,33,1358,247,738,235,5.0947,<1H OCEAN,210300
-118.46,34.26,36,1394,254,761,262,4.9485,<1H OCEAN,217100
-118.46,34.25,33,2202,433,1135,407,4.2143,<1H OCEAN,224200
-118.46,34.25,32,2217,422,1064,427,3.6989,<1H OCEAN,208600
-118.47,34.26,34,1300,289,650,291,3.8875,<1H OCEAN,199200
-118.47,34.26,35,1898,344,1123,347,5.5792,<1H OCEAN,218400
-118.48,34.26,36,1770,296,938,304,5.749,<1H OCEAN,238000
-118.49,34.26,27,2722,468,1164,419,4.6591,<1H OCEAN,239900
-118.47,34.25,34,1732,399,1120,401,4.1492,<1H OCEAN,195700
-118.48,34.25,36,1951,395,1040,375,5.1619,<1H OCEAN,195300
-118.48,34.25,35,1442,276,795,268,4.9688,<1H OCEAN,216900
-118.48,34.25,35,1865,335,1074,337,5.1068,<1H OCEAN,223300
-118.49,34.25,33,2088,383,960,362,4.3333,<1H OCEAN,232900
-118.49,34.27,34,4877,815,2521,781,5.5714,<1H OCEAN,225900
-118.49,34.27,33,3047,527,1578,507,4.58,<1H OCEAN,236200
-118.5,34.27,35,2235,390,1148,416,4.869,<1H OCEAN,221600
-118.51,34.28,34,3580,565,1694,524,5.4065,<1H OCEAN,243800
-118.52,34.28,33,1975,271,801,287,7.8193,<1H OCEAN,379600
-118.51,34.27,34,3787,771,1966,738,4.055,<1H OCEAN,222500
-118.51,34.27,36,2276,429,1001,419,4.1042,<1H OCEAN,252100
-118.52,34.27,36,3204,538,1499,499,5.5649,<1H OCEAN,271200
-118.53,34.27,32,1931,298,948,314,5.3847,<1H OCEAN,329200
-118.53,34.26,18,3674,,1590,550,8.176,<1H OCEAN,308400
-118.54,34.26,22,5303,838,2372,807,5.6912,<1H OCEAN,311800
-118.54,34.27,28,2309,300,931,302,6.7415,<1H OCEAN,348200
-118.53,34.27,33,1927,305,896,293,5.634,<1H OCEAN,320500
-118.54,34.26,23,4960,592,1929,586,10.9052,<1H OCEAN,500001
-118.55,34.26,21,4018,536,1508,529,8.203,<1H OCEAN,445400
-118.55,34.27,25,4919,661,2183,625,8.1356,<1H OCEAN,352800
-118.5,34.26,33,2831,510,1340,504,4.8316,<1H OCEAN,237300
-118.52,34.26,21,8850,2139,4717,1979,3.7816,<1H OCEAN,254200
-118.51,34.26,29,2472,354,1109,397,5.5433,<1H OCEAN,332500
-118.52,34.25,11,7849,1664,3561,1500,4.6625,<1H OCEAN,290900
-118.49,34.26,25,8389,1872,4483,1747,3.5497,<1H OCEAN,261300
-118.49,34.25,28,4054,712,2164,746,5,<1H OCEAN,258000
-118.57,34.27,20,7384,845,2795,872,9.6047,<1H OCEAN,500001
-118.59,34.26,20,8146,1131,3562,1054,7.167,<1H OCEAN,357100
-118.61,34.24,17,5406,895,2337,882,6.0137,<1H OCEAN,375900
-118.63,34.24,9,4759,924,1884,915,4.8333,<1H OCEAN,277200
-118.62,34.26,15,10860,1653,4178,1581,6.3249,<1H OCEAN,262100
-118.6,34.26,18,6154,1070,3010,1034,5.6392,<1H OCEAN,271500
-118.61,34.25,16,8295,1506,3903,1451,5.5111,<1H OCEAN,276600
-118.63,34.22,18,1376,225,670,205,6.5146,<1H OCEAN,277600
-118.64,34.22,25,2762,410,1166,439,6.8643,<1H OCEAN,333700
-118.66,34.23,18,897,142,263,110,6.1288,<1H OCEAN,350000
-118.61,34.23,26,3727,572,1724,530,6.1419,<1H OCEAN,327300
-118.61,34.22,24,5256,758,2474,780,7.3252,<1H OCEAN,333700
-118.6,34.23,19,8866,2355,5005,2194,3.2564,<1H OCEAN,230300
-118.59,34.23,17,6592,1525,4459,1463,3.0347,<1H OCEAN,254500
-118.56,34.25,31,1962,243,697,242,8.565,<1H OCEAN,500001
-118.56,34.24,23,2980,362,1208,378,8.1714,<1H OCEAN,500001
-118.57,34.25,34,5098,778,2239,778,5.6149,<1H OCEAN,273100
-118.58,34.24,26,3239,647,1529,590,3.2426,<1H OCEAN,236900
-118.59,34.25,15,9716,2387,4992,2225,3.6231,<1H OCEAN,193300
-118.57,34.25,20,4679,609,1945,609,8.7471,<1H OCEAN,419900
-118.58,34.25,23,4883,769,2119,725,5.521,<1H OCEAN,280800
-118.56,34.23,36,3215,529,1710,539,5.5126,<1H OCEAN,248400
-118.56,34.23,36,2406,432,1242,454,4.6944,<1H OCEAN,221800
-118.57,34.23,22,3275,648,1746,585,4.9676,<1H OCEAN,221900
-118.58,34.23,29,3907,773,2037,727,4.1023,<1H OCEAN,230200
-118.59,34.23,14,4407,1209,2676,1128,3.4091,<1H OCEAN,168800
-118.58,34.23,35,1917,314,1019,340,4.8929,<1H OCEAN,234900
-118.58,34.22,35,1969,339,950,340,4.875,<1H OCEAN,230400
-118.59,34.22,17,6015,1464,3056,1347,4.0077,<1H OCEAN,229000
-118.51,34.25,24,4338,558,1514,549,8.8612,<1H OCEAN,500001
-118.51,34.24,31,5297,664,1986,657,8.6454,<1H OCEAN,483500
-118.51,34.23,36,3324,448,1190,423,7.2772,<1H OCEAN,477200
-118.52,34.24,6,3218,949,2295,876,3.0926,<1H OCEAN,418500
-118.52,34.23,35,1471,210,735,219,8.3841,<1H OCEAN,472200
-118.53,34.25,20,6331,1537,2957,1509,3.3892,<1H OCEAN,323100
-118.54,34.24,24,4631,1164,2360,1083,3.0977,<1H OCEAN,264000
-118.53,34.24,24,2718,719,3018,644,2.9076,<1H OCEAN,275300
-118.54,34.23,35,3422,601,1690,574,4.375,<1H OCEAN,232900
-118.53,34.23,27,2131,543,1065,528,3.2404,<1H OCEAN,230400
-118.54,34.25,26,2639,378,1191,401,6.2788,<1H OCEAN,322200
-118.55,34.24,21,5751,1082,2230,1016,4.3458,<1H OCEAN,407500
-118.55,34.23,25,4409,1018,4579,1010,2.8727,<1H OCEAN,245100
-118.51,34.23,27,4580,918,2252,850,4.7926,<1H OCEAN,454400
-118.52,34.22,21,4617,1101,2891,1031,3.2289,<1H OCEAN,318100
-118.53,34.23,32,4039,984,2675,941,3.0321,<1H OCEAN,240000
-118.54,34.22,34,2193,513,1299,497,3.6187,<1H OCEAN,211600
-118.54,34.23,29,1753,342,1318,333,4.125,<1H OCEAN,241400
-118.45,34.25,34,2094,380,1207,380,5.2801,<1H OCEAN,212300
-118.46,34.24,11,5363,1160,2783,1034,3.8583,<1H OCEAN,170700
-118.47,34.25,21,2692,477,1330,456,4.5417,<1H OCEAN,238900
-118.47,34.24,19,2405,661,1855,621,2.3111,<1H OCEAN,255400
-118.48,34.24,32,2621,412,1285,414,6.6537,<1H OCEAN,267600
-118.49,34.25,30,2871,470,1335,458,5.0232,<1H OCEAN,253900
-118.49,34.24,35,2707,446,1224,445,5.2939,<1H OCEAN,244200
-118.49,34.24,34,1971,316,917,307,6.0965,<1H OCEAN,262300
-118.5,34.25,32,2333,389,969,331,4.8164,<1H OCEAN,241100
-118.5,34.25,32,2411,380,1040,344,6.155,<1H OCEAN,257300
-118.5,34.24,34,2634,412,1114,423,5.9401,<1H OCEAN,315300
-118.5,34.23,26,3082,573,1590,586,4.5167,<1H OCEAN,319000
-118.49,34.23,32,4373,683,2040,693,5.2668,<1H OCEAN,242300
-118.49,34.22,30,1756,314,899,288,5.0325,<1H OCEAN,238200
-118.47,34.23,22,8350,2717,9135,2452,2.5008,<1H OCEAN,160000
-118.48,34.23,35,1963,310,919,297,4.7583,<1H OCEAN,258600
-118.48,34.23,30,1762,263,761,292,6.5268,<1H OCEAN,273100
-118.48,34.23,29,3354,707,1752,650,4.5484,<1H OCEAN,239900
-118.46,34.23,20,4609,1499,5349,1377,2.7121,<1H OCEAN,169400
-118.46,34.23,16,6338,1768,4718,1632,3.0187,<1H OCEAN,154600
-118.43,34.25,38,921,239,1023,241,3.4514,<1H OCEAN,151900
-118.42,34.24,36,1181,220,775,218,4.7228,<1H OCEAN,183800
-118.43,34.24,36,1488,313,1221,296,4.0208,<1H OCEAN,171400
-118.42,34.24,35,1507,281,1025,286,4.5833,<1H OCEAN,177200
-118.41,34.23,35,1026,195,753,185,4.5909,<1H OCEAN,179200
-118.41,34.24,38,490,101,402,100,3.125,<1H OCEAN,175900
-118.44,34.26,34,1102,212,949,212,4.0792,<1H OCEAN,165100
-118.44,34.26,28,1077,288,1377,293,3.9167,<1H OCEAN,153900
-118.43,34.25,32,2433,553,2318,532,3.6384,<1H OCEAN,159300
-118.44,34.26,34,325,60,433,83,5.5124,<1H OCEAN,174300
-118.44,34.25,35,1583,324,1481,351,3.7,<1H OCEAN,176000
-118.45,34.25,21,2143,565,1803,497,3.9833,<1H OCEAN,162500
-118.45,34.24,11,9053,2193,7096,2038,3.5082,<1H OCEAN,136500
-118.45,34.23,15,5738,1767,4620,1581,2.3584,<1H OCEAN,157600
-118.45,34.24,7,3299,794,2343,647,3.0865,<1H OCEAN,205900
-118.44,34.25,33,1121,231,1038,236,4.8958,<1H OCEAN,173700
-118.43,34.24,35,1416,261,995,272,3.7143,<1H OCEAN,178700
-118.43,34.24,35,1488,293,1112,288,4.4688,<1H OCEAN,182500
-118.44,34.24,36,1660,301,1225,307,4.095,<1H OCEAN,184000
-118.44,34.24,35,2344,435,1531,399,3.725,<1H OCEAN,178200
-118.42,34.23,33,2478,457,1567,446,5.6629,<1H OCEAN,186700
-118.42,34.22,29,1807,323,1234,310,5.3767,<1H OCEAN,233000
-118.43,34.23,35,2049,390,1286,385,4.4432,<1H OCEAN,181500
-118.43,34.24,36,1379,265,896,246,4.6827,<1H OCEAN,183800
-118.42,34.23,34,1550,279,1011,288,4.5375,<1H OCEAN,189000
-118.43,34.23,35,1225,228,720,231,3.4013,<1H OCEAN,176500
-118.43,34.23,37,1737,369,1061,356,3.9615,<1H OCEAN,173700
-118.43,34.24,37,1279,241,987,233,4.0057,<1H OCEAN,172700
-118.44,34.23,36,1730,387,1099,353,4.0368,<1H OCEAN,183100
-118.43,34.22,34,1588,360,1080,340,3.66,<1H OCEAN,184600
-118.44,34.22,41,1030,214,664,223,3.8083,<1H OCEAN,183800
-118.44,34.22,39,1529,344,913,314,3.325,<1H OCEAN,178200
-118.44,34.23,43,2257,429,1418,442,4.5278,<1H OCEAN,181800
-118.46,34.22,35,2288,617,2222,566,2.6299,<1H OCEAN,170700
-118.46,34.22,39,1500,333,998,309,3.9625,<1H OCEAN,168200
-118.46,34.22,31,2057,601,2397,579,2.871,<1H OCEAN,184400
-118.45,34.22,24,3442,1168,4625,1097,2.0699,<1H OCEAN,183000
-118.45,34.23,25,4393,1369,3781,1267,2.5833,<1H OCEAN,183700
-118.45,34.22,8,2609,786,1803,695,2.7714,<1H OCEAN,185700
-118.46,34.23,19,9902,2814,7307,2660,2.585,<1H OCEAN,145400
-118.44,34.22,36,1191,266,718,248,3.4612,<1H OCEAN,178800
-118.44,34.21,37,1665,335,1011,343,4.8703,<1H OCEAN,185100
-118.44,34.21,41,1440,325,1014,322,2.875,<1H OCEAN,168600
-118.44,34.22,41,1582,399,1159,378,2.825,<1H OCEAN,168600
-118.43,34.22,34,2300,429,1447,455,4.2656,<1H OCEAN,233700
-118.43,34.21,17,3667,1209,2636,1054,2.425,<1H OCEAN,175500
-118.43,34.22,36,1372,295,774,306,3.6618,<1H OCEAN,187300
-118.4,34.22,43,1220,222,729,230,3.6442,<1H OCEAN,186300
-118.4,34.21,30,2453,544,1753,506,2.9803,<1H OCEAN,191500
-118.41,34.21,35,2215,459,1594,446,4.0167,<1H OCEAN,193200
-118.4,34.21,45,972,181,554,187,4.8194,<1H OCEAN,181300
-118.4,34.22,36,2557,540,1556,491,3.6591,<1H OCEAN,183800
-118.4,34.23,37,1404,266,889,274,4.0049,<1H OCEAN,190000
-118.38,34.25,38,983,185,513,170,4.8816,<1H OCEAN,231500
-118.37,34.24,40,1283,246,594,236,4.1121,<1H OCEAN,229200
-118.37,34.23,32,1444,317,1177,311,3.6,<1H OCEAN,164600
-118.37,34.22,17,1787,463,1671,448,3.5521,<1H OCEAN,151500
-118.38,34.24,38,125,42,63,29,1.3594,<1H OCEAN,158300
-118.4,34.24,35,2552,545,1850,503,4.775,<1H OCEAN,179500
-118.39,34.23,18,3405,831,3001,795,3.0083,<1H OCEAN,181900
-118.39,34.23,43,1193,299,1184,320,2.1518,<1H OCEAN,161600
-118.4,34.23,36,1643,349,1414,337,4.1181,<1H OCEAN,172700
-118.41,34.21,35,2830,518,1577,524,5.35,<1H OCEAN,210500
-118.41,34.21,35,1789,292,897,267,5.592,<1H OCEAN,239900
-118.39,34.22,40,712,149,533,155,3.695,<1H OCEAN,165200
-118.39,34.22,35,1790,334,1277,345,5.0818,<1H OCEAN,186800
-118.39,34.21,32,1869,441,1516,432,3.6845,<1H OCEAN,178500
-118.39,34.21,14,2807,868,2729,803,2.6667,<1H OCEAN,172400
-118.38,34.22,20,1176,344,864,318,2.375,<1H OCEAN,177700
-118.38,34.21,35,1468,303,1295,300,3.7708,<1H OCEAN,170600
-118.38,34.21,33,1981,484,1665,466,3.0833,<1H OCEAN,179100
-118.42,34.22,34,3004,589,1938,568,4.1857,<1H OCEAN,198600
-118.42,34.21,29,2893,543,1636,540,5.1586,<1H OCEAN,237400
-118.42,34.2,34,161,48,66,33,1,<1H OCEAN,187500
-118.42,34.23,34,1531,278,1064,274,5.6687,<1H OCEAN,207300
-118.37,34.21,36,1392,326,1181,303,3.1563,<1H OCEAN,176400
-118.37,34.21,36,2080,455,1939,484,4.2875,<1H OCEAN,176600
-118.37,34.21,34,2272,558,2164,484,3.7143,<1H OCEAN,175700
-118.37,34.22,11,2127,581,1989,530,2.9028,<1H OCEAN,174100
-118.38,34.22,32,362,100,348,102,2.2679,<1H OCEAN,150000
-118.36,34.23,15,2485,742,1994,670,2.8333,<1H OCEAN,183200
-118.36,34.22,37,1512,348,1545,351,3.7663,<1H OCEAN,160300
-118.35,34.22,41,1560,374,1668,389,3.025,<1H OCEAN,154300
-118.36,34.21,41,337,65,198,50,1.8929,<1H OCEAN,152900
-118.38,34.21,42,715,145,730,158,3.8,<1H OCEAN,169500
-118.38,34.2,23,4138,1171,3911,1068,3.0125,<1H OCEAN,181700
-118.39,34.2,17,2594,1028,3950,973,2.0348,<1H OCEAN,177200
-118.37,34.21,33,2034,470,1990,423,3.7455,<1H OCEAN,159600
-118.37,34.2,34,2199,609,2488,597,2.9861,<1H OCEAN,171800
-118.38,34.21,38,1363,395,1798,405,2.3182,<1H OCEAN,171200
-118.37,34.2,33,1438,309,1378,306,2.8917,<1H OCEAN,170400
-118.36,34.19,11,2921,685,1512,664,4.1445,<1H OCEAN,176400
-118.36,34.18,34,1471,423,995,386,2.9583,<1H OCEAN,188700
-118.36,34.18,36,2233,605,1934,599,2.8784,<1H OCEAN,194900
-118.37,34.18,33,1829,512,1345,500,3.1629,<1H OCEAN,198900
-118.37,34.19,19,2890,821,2203,705,2.6696,<1H OCEAN,185100
-118.39,34.19,41,2000,485,1439,461,3.0491,<1H OCEAN,192000
-118.39,34.19,23,1875,710,2555,657,2.0968,<1H OCEAN,162500
-118.39,34.2,19,2012,732,3483,731,2.2234,<1H OCEAN,181300
-118.37,34.19,41,2924,867,2751,836,2.1,<1H OCEAN,171600
-118.38,34.19,37,1434,394,1667,404,2.4375,<1H OCEAN,176300
-118.38,34.2,32,993,285,1044,248,2.4306,<1H OCEAN,187500
-118.4,34.2,13,4859,1293,3351,1200,3.6875,<1H OCEAN,211900
-118.4,34.19,37,934,231,587,230,3.625,<1H OCEAN,181300
-118.4,34.2,30,2392,655,1987,609,2.8424,<1H OCEAN,226400
-118.4,34.19,35,2180,599,1483,574,3.0395,<1H OCEAN,191300
-118.41,34.19,39,1169,242,612,247,4.1429,<1H OCEAN,200000
-118.41,34.2,32,2734,654,2209,610,3.5164,<1H OCEAN,217200
-118.42,34.2,24,3148,908,2850,839,1.9549,<1H OCEAN,221500
-118.41,34.19,42,779,145,450,148,3.9792,<1H OCEAN,193800
-118.42,34.19,34,2622,572,1997,573,3.338,<1H OCEAN,222500
-118.42,34.2,27,3201,970,3403,948,2.2377,<1H OCEAN,231700
-118.43,34.2,28,3386,,2240,737,3.0221,<1H OCEAN,290100
-118.42,34.19,33,3353,790,2318,775,2.2589,<1H OCEAN,269700
-118.42,34.19,33,3285,830,2281,786,2.6165,<1H OCEAN,230800
-118.42,34.18,27,3760,880,2022,812,3.1551,<1H OCEAN,225600
-118.42,34.18,31,2887,646,1626,637,3.6745,<1H OCEAN,335500
-118.42,34.18,30,1323,353,856,333,3.3594,<1H OCEAN,202200
-118.43,34.18,33,2717,662,1546,597,3.9099,<1H OCEAN,267500
-118.43,34.18,31,2417,510,1102,507,3.8906,<1H OCEAN,282200
-118.42,34.18,40,1013,150,449,166,5.7143,<1H OCEAN,382400
-118.41,34.19,45,1106,225,595,228,3.6625,<1H OCEAN,190700
-118.41,34.18,43,1840,356,966,323,4.7171,<1H OCEAN,237900
-118.41,34.18,30,2008,513,1052,496,3.0119,<1H OCEAN,262200
-118.41,34.19,37,1993,425,939,400,2.8021,<1H OCEAN,224600
-118.4,34.19,30,521,126,306,129,4.1125,<1H OCEAN,216700
-118.4,34.19,35,1631,356,862,368,3.6007,<1H OCEAN,261800
-118.4,34.18,32,3724,899,1912,791,3.5711,<1H OCEAN,312700
-118.4,34.17,27,3588,911,1891,871,3.4013,<1H OCEAN,286000
-118.39,34.19,25,3794,989,2454,876,2.9982,<1H OCEAN,204200
-118.39,34.18,42,1957,389,985,414,2.9327,<1H OCEAN,240200
-118.39,34.17,26,3345,818,1599,773,3.3516,<1H OCEAN,241500
-118.39,34.18,44,477,91,220,112,3.3906,<1H OCEAN,223800
-118.39,34.19,36,904,191,627,191,2.4167,<1H OCEAN,192900
-118.4,34.16,45,1176,250,471,228,2.3333,<1H OCEAN,364700
-118.4,34.16,35,1354,284,501,262,3.8056,<1H OCEAN,384700
-118.4,34.16,34,2638,580,1150,551,4.2989,<1H OCEAN,364700
-118.41,34.16,32,3060,505,1159,510,6.3703,<1H OCEAN,465800
-118.41,34.17,35,2027,428,879,402,4.692,<1H OCEAN,330900
-118.38,34.19,42,1308,289,950,302,2.7379,<1H OCEAN,181500
-118.38,34.18,40,2079,568,1396,526,3.0061,<1H OCEAN,190800
-118.38,34.18,27,4834,1527,3847,1432,2.1449,<1H OCEAN,165300
-118.38,34.18,24,1983,651,2251,574,2.4792,<1H OCEAN,200000
-118.38,34.17,33,1588,454,739,392,2.8208,<1H OCEAN,238500
-118.39,34.17,40,1696,372,835,385,3.6563,<1H OCEAN,222400
-118.37,34.18,36,1608,373,1217,374,2.9728,<1H OCEAN,190200
-118.37,34.18,42,1140,300,643,252,3.3958,<1H OCEAN,178400
-118.38,34.18,44,901,179,473,179,3.3125,<1H OCEAN,186400
-118.38,34.19,30,977,264,736,258,1.9866,<1H OCEAN,177400
-118.37,34.18,35,2949,794,2106,746,2.9228,<1H OCEAN,177300
-118.38,34.18,32,3553,1060,3129,1010,2.5603,<1H OCEAN,174200
-118.36,34.18,31,1109,354,1119,334,2.3056,<1H OCEAN,200000
-118.36,34.17,31,1939,505,1584,466,2.5234,<1H OCEAN,199500
-118.37,34.17,42,1713,416,1349,427,3.2596,<1H OCEAN,191800
-118.41,34.18,35,2785,663,1631,614,3.9038,<1H OCEAN,276100
-118.41,34.17,27,3277,648,1382,615,3.875,<1H OCEAN,366100
-118.41,34.18,35,1975,384,882,406,4.375,<1H OCEAN,291700
-118.43,34.17,32,3202,696,1573,621,3.4449,<1H OCEAN,292900
-118.43,34.17,35,2922,507,1130,485,5.451,<1H OCEAN,341800
-118.43,34.17,37,1982,331,794,340,5.9275,<1H OCEAN,336900
-118.43,34.16,34,2459,489,1139,463,4.0347,<1H OCEAN,353600
-118.43,34.16,41,2050,478,850,490,3.4208,<1H OCEAN,343400
-118.43,34.16,40,1134,184,452,187,4.569,<1H OCEAN,333900
-118.42,34.15,27,2795,602,1073,535,5.1496,<1H OCEAN,365000
-118.42,34.17,31,2235,363,914,370,6.1359,<1H OCEAN,359700
-118.42,34.16,28,4664,1040,1963,961,3.9028,<1H OCEAN,367900
-118.41,34.16,14,577,150,372,130,4.1875,<1H OCEAN,275000
-118.42,34.16,25,2769,566,1201,545,3.6641,<1H OCEAN,386100
-118.4,34.17,24,4443,1283,2421,1180,2.2652,<1H OCEAN,269200
-118.4,34.17,24,6347,,2945,1492,3.3545,<1H OCEAN,221500
-118.39,34.17,28,2790,748,1351,697,3.2052,<1H OCEAN,283600
-118.39,34.17,26,6429,1611,2806,1491,3.1929,<1H OCEAN,265200
-118.39,34.16,46,1582,279,603,283,5.1169,<1H OCEAN,414300
-118.39,34.16,37,1388,286,547,258,5.1584,<1H OCEAN,444700
-118.38,34.17,30,2016,622,1359,557,2.7708,<1H OCEAN,192300
-118.38,34.16,46,2609,593,1055,585,3.3177,<1H OCEAN,309400
-118.38,34.16,31,2197,501,944,474,3.7312,<1H OCEAN,319400
-118.36,34.17,44,2295,560,1543,528,2.3851,<1H OCEAN,194100
-118.37,34.17,15,3327,1011,2683,857,2.3784,<1H OCEAN,185400
-118.37,34.17,42,600,171,377,181,2.4107,<1H OCEAN,184400
-118.37,34.17,10,1431,473,1438,429,2.2756,<1H OCEAN,221400
-118.37,34.17,6,854,350,542,321,0.8198,<1H OCEAN,325000
-118.37,34.16,6,6526,2007,3298,1790,2.7231,<1H OCEAN,250000
-118.37,34.16,10,2606,748,1373,680,3.6128,<1H OCEAN,225000
-118.37,34.16,25,2450,618,1054,578,3.6375,<1H OCEAN,262500
-118.37,34.16,40,1973,382,774,352,4.4122,<1H OCEAN,282300
-118.36,34.16,43,2850,709,1510,670,2.4835,<1H OCEAN,274300
-118.36,34.16,32,2455,556,989,493,4.0764,<1H OCEAN,325000
-118.37,34.16,17,4150,1148,1808,1041,3.5051,<1H OCEAN,232400
-118.37,34.16,11,2901,871,1659,789,3.1106,<1H OCEAN,209400
-118.36,34.16,45,1755,335,822,342,5.1423,<1H OCEAN,322900
-118.36,34.16,42,2304,442,862,429,4.3542,<1H OCEAN,417900
-118.35,34.15,35,2245,393,783,402,4.1544,<1H OCEAN,500001
-118.43,34.2,20,4090,1271,2824,1053,2.773,<1H OCEAN,140500
-118.43,34.21,26,2867,671,1955,640,4.125,<1H OCEAN,226500
-118.44,34.2,28,1732,435,1198,417,2.9219,<1H OCEAN,241300
-118.44,34.21,20,5756,1477,4031,1369,3.2448,<1H OCEAN,221200
-118.45,34.21,30,2331,733,2172,707,2.1888,<1H OCEAN,195600
-118.45,34.2,19,3666,1150,2657,1090,2.9688,<1H OCEAN,202100
-118.46,34.2,13,2926,816,1867,802,3.5255,<1H OCEAN,202700
-118.46,34.21,7,2081,657,1456,535,3.5,<1H OCEAN,186900
-118.47,34.21,34,2512,603,1805,584,2.9735,<1H OCEAN,220000
-118.47,34.2,20,3939,1143,2475,1002,2.9025,<1H OCEAN,229100
-118.48,34.21,25,2879,723,2077,649,3.3864,<1H OCEAN,197400
-118.48,34.2,26,2027,559,1545,513,2.8974,<1H OCEAN,189900
-118.48,34.22,22,3430,1214,3618,1092,2.1974,<1H OCEAN,93800
-118.49,34.21,25,1131,449,746,420,1.3565,<1H OCEAN,225000
-118.49,34.19,23,2087,571,1809,553,3.1667,<1H OCEAN,202000
-118.49,34.2,35,1109,206,515,202,5.2118,<1H OCEAN,215800
-118.5,34.2,34,1617,344,938,305,3.915,<1H OCEAN,217700
-118.48,34.2,12,3831,1083,2258,967,2.4375,<1H OCEAN,255400
-118.48,34.2,23,2850,864,2249,777,2.6957,<1H OCEAN,191700
-118.48,34.19,20,5699,1594,3809,1381,2.8646,<1H OCEAN,221100
-118.48,34.19,36,2058,423,1132,423,3.8833,<1H OCEAN,210400
-118.47,34.2,25,4590,1477,2723,1195,2.7118,<1H OCEAN,281700
-118.47,34.19,33,3879,943,2113,843,3.892,<1H OCEAN,292900
-118.45,34.2,27,1572,450,1039,455,2.5562,<1H OCEAN,190500
-118.45,34.2,18,2729,800,2099,742,2.5842,<1H OCEAN,230800
-118.46,34.2,22,4855,1350,2519,1258,3.0893,<1H OCEAN,205600
-118.45,34.19,37,1073,254,739,253,2.4667,<1H OCEAN,192200
-118.46,34.19,20,5992,1820,4826,1632,2.7237,<1H OCEAN,233500
-118.46,34.19,35,1491,295,779,309,6.1142,<1H OCEAN,256300
-118.43,34.2,29,3051,694,1942,679,3.1118,<1H OCEAN,238100
-118.44,34.2,36,2698,623,1544,554,2.7375,<1H OCEAN,234900
-118.44,34.2,35,1717,478,1628,495,2.5197,<1H OCEAN,225600
-118.44,34.2,17,2934,950,2517,889,2.936,<1H OCEAN,232500
-118.43,34.19,27,3440,739,1827,712,4.125,<1H OCEAN,245500
-118.44,34.19,37,1516,344,983,347,5,<1H OCEAN,243600
-118.44,34.19,19,3487,959,2278,835,2.6709,<1H OCEAN,215500
-118.44,34.19,29,1599,459,1143,438,2.4583,<1H OCEAN,199100
-118.43,34.18,22,2052,568,1254,572,2.6364,<1H OCEAN,271100
-118.44,34.18,36,2077,496,1206,528,2.2326,<1H OCEAN,221000
-118.44,34.19,11,2891,951,2166,768,2.891,<1H OCEAN,178100
-118.44,34.18,17,1546,592,2423,556,2.1977,<1H OCEAN,154200
-118.45,34.19,11,2479,900,2466,855,2.2264,<1H OCEAN,181300
-118.45,34.18,22,2516,826,3350,713,2.0192,<1H OCEAN,158300
-118.46,34.18,27,2582,719,2038,718,3.0877,<1H OCEAN,174200
-118.47,34.19,41,1104,196,495,196,5.0929,<1H OCEAN,225000
-118.45,34.18,39,1810,388,839,380,3.7171,<1H OCEAN,228800
-118.45,34.18,34,1843,442,861,417,3.6875,<1H OCEAN,246400
-118.46,34.18,33,1791,386,844,397,4.5081,<1H OCEAN,251400
